NO.	compound_name	IUPAC_name	SMILES	CID	logBB	BBB+/BBB-	Inchi	threshold	reference	group	comments
60	WT 161;Reposal Novo	5-[(1R,5S)-3-bicyclo[3.2.1]oct-2-enyl]-5-ethyl-1,3-diazinane-2,4,6-trione	CCC1(C2=C[C@@H]3CC[C@H](C2)C3)C(=O)NC(=O)NC1=O	71307002		BBB+	InChI=1S/C14H18N2O3/c1-2-14(11(17)15-13(19)16-12(14)18)10-6-8-3-4-9(5-8)7-10/h6,8-9H,2-5,7H2,1H3,(H2,15,16,17,18,19)/t8-,9+/m1/s1		DrugBank	E	DrugBank
61	NS00068045	1,3-dimethyl-7-[2-[[(2R)-1-phenylpropan-2-yl]amino]ethyl]purine-2,6-dione	C[C@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C	25271663		BBB+	InChI=1S/C18H23N5O2/c1-13(11-14-7-5-4-6-8-14)19-9-10-23-12-20-16-15(23)17(24)22(3)18(25)21(16)2/h4-8,12-13,19H,9-11H2,1-3H3/t13-/m1/s1		DrugBank	E	DrugBank
62	PD132096	(2R,3R)-2-ethyl-3-methylpentanamide	CC[C@@H](C)[C@@H](CC)C(N)=O	36689722		BBB+	InChI=1S/C8H17NO/c1-4-6(3)7(5-2)8(9)10/h6-7H,4-5H2,1-3H3,(H2,9,10)/t6-,7-/m1/s1		DrugBank	E	DrugBank
63	Benorilate	(4-acetamidophenyl) 2-acetyloxybenzoate	CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1	21102		BBB+	InChI=1S/C17H15NO5/c1-11(19)18-13-7-9-14(10-8-13)23-17(21)15-5-3-4-6-16(15)22-12(2)20/h3-10H,1-2H3,(H,18,19)		DrugBank	E	DrugBank
64	U3CV8K30PO	(2R)-N,N,2-trimethyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenyl)propan-1-amine	C[C@H](CC1c2ccccc2CCc2ccccc21)CN(C)C	36690126		BBB+	InChI=1S/C21H27N/c1-16(15-22(2)3)14-21-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)21/h4-11,16,21H,12-15H2,1-3H3/t16-/m1/s1		DrugBank	E	DrugBank
65	Butanilicaine	2-(butylamino)-N-(2-chloro-6-methylphenyl)acetamide	CCCCNCC(=O)Nc1c(C)cccc1Cl	22379		BBB+	InChI=1S/C13H19ClN2O/c1-3-4-8-15-9-12(17)16-13-10(2)6-5-7-11(13)14/h5-7,15H,3-4,8-9H2,1-2H3,(H,16,17)		DrugBank	E	DrugBank
66	Melevodopa	methyl (2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoate	COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1	23497		BBB+	InChI=1S/C10H13NO4/c1-15-10(14)7(11)4-6-2-3-8(12)9(13)5-6/h2-3,5,7,12-13H,4,11H2,1H3/t7-/m0/s1		DrugBank	E	DrugBank
67	(1S,2R)-2-phenylcyclopropanamine	(1S,2R)-2-phenylcyclopropan-1-amine	N[C@H]1C[C@@H]1c1ccccc1	26070		BBB+	InChI=1S/C9H11N/c10-9-6-8(9)7-4-2-1-3-5-7/h1-5,8-9H,6,10H2/t8-,9+/m1/s1		DrugBank	E	DrugBank
68	BENZOCTAMINE	N-methyl-1-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)methanamine	CNC[C@]12CC[C@H](c3ccccc31)c1ccccc12	28425		BBB+	InChI=1S/C18H19N/c1-19-12-18-11-10-13(14-6-2-4-8-16(14)18)15-7-3-5-9-17(15)18/h2-9,13,19H,10-12H2,1H3/t13-,18-		DrugBank	E	DrugBank
69		3-(diethylamino)propyl (1S,2S,4R)-2-phenylbicyclo[2.2.1]heptane-2-carboxylate	CCN(CC)CCCOC(=O)[C@@]1(c2ccccc2)C[C@@H]2CC[C@H]1C2	76965001		BBB+	InChI=1S/C21H31NO2/c1-3-22(4-2)13-8-14-24-20(23)21(18-9-6-5-7-10-18)16-17-11-12-19(21)15-17/h5-7,9-10,17,19H,3-4,8,11-16H2,1-2H3/t17-,19+,21-/m1/s1		DrugBank	E	DrugBank
70	Levlofexidine	2-[(1R)-1-(2,6-dichlorophenoxy)ethyl]-4,5-dihydro-1H-imidazole	C[C@@H](Oc1c(Cl)cccc1Cl)C1=NCCN1	3038503		BBB+	InChI=1S/C11H12Cl2N2O/c1-7(11-14-5-6-15-11)16-10-8(12)3-2-4-9(10)13/h2-4,7H,5-6H2,1H3,(H,14,15)/t7-/m1/s1		DrugBank	E	DrugBank
71	DEXETIMIDE	(3S)-3-(1-benzylpiperidin-4-yl)-3-phenylpiperidine-2,6-dione	O=C1CC[C@@](c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1	30843		BBB+	InChI=1S/C23H26N2O2/c26-21-11-14-23(22(27)24-21,19-9-5-2-6-10-19)20-12-15-25(16-13-20)17-18-7-3-1-4-8-18/h1-10,20H,11-17H2,(H,24,26,27)/t23-/m1/s1		DrugBank	E	DrugBank
72	PARALDEHYDE	2,4,6-trimethyl-1,3,5-trioxane	C[C@H]1O[C@@H](C)O[C@@H](C)O1	31264		BBB+	InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3/t4-,5+,6-		DrugBank	E	DrugBank
73	Articaine, (S)-	methyl 4-methyl-3-[[(2S)-2-(propylamino)propanoyl]amino]thiophene-2-carboxylate	CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC	6604377		BBB+	InChI=1S/C13H20N2O3S/c1-5-6-14-9(3)12(16)15-10-8(2)7-19-11(10)13(17)18-4/h7,9,14H,5-6H2,1-4H3,(H,15,16)/t9-/m0/s1		DrugBank	E	DrugBank
74	OXETORONE	3-(12H-[1]benzofuro[3,2-c][1]benzoxepin-6-ylidene)-N,N-dimethylpropan-1-amine	CN(C)CCC=C1c2ccccc2OCc2c1oc1ccccc21	36846		BBB+	InChI=1S/C21H21NO2/c1-22(2)13-7-10-17-15-8-3-5-11-19(15)23-14-18-16-9-4-6-12-20(16)24-21(17)18/h3-6,8-12H,7,13-14H2,1-2H3		DrugBank	E	DrugBank
75	NCGC00183654-01	(2S)-N-(2,6-dimethylphenyl)-2-[ethyl(propyl)amino]butanamide	CCCN(CC)[C@@H](CC)C(=O)Nc1c(C)cccc1C	12862484		BBB+	InChI=1S/C17H28N2O/c1-6-12-19(8-3)15(7-2)17(20)18-16-13(4)10-9-11-14(16)5/h9-11,15H,6-8,12H2,1-5H3,(H,18,20)/t15-/m0/s1		DrugBank	E	DrugBank
76	QCE81YBK8Q	(3R)-7-chloro-5-(2-fluorophenyl)-3-hydroxy-1-(2-hydroxyethyl)-3H-1,4-benzodiazepin-2-one	O=C1[C@@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO	76967234		BBB+	InChI=1S/C17H14ClFN2O3/c18-10-5-6-14-12(9-10)15(11-3-1-2-4-13(11)19)20-16(23)17(24)21(14)7-8-22/h1-6,9,16,22-23H,7-8H2/t16-/m1/s1		DrugBank	E	DrugBank
77	Progabide	4-[[(4-chlorophenyl)-(5-fluoro-2-hydroxyphenyl)methylidene]amino]butanamide	NC(=O)CCC/N=C(\c1ccc(Cl)cc1)c1cc(F)ccc1O	44115		BBB+	InChI=1S/C17H16ClFN2O2/c18-12-5-3-11(4-6-12)17(21-9-1-2-16(20)23)14-10-13(19)7-8-15(14)22/h3-8,10,22H,1-2,9H2,(H2,20,23)/b21-17+		DrugBank	E	DrugBank
78	Ethallobarbital	5-ethyl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	C=CCC1(CC)C(=O)NC(=O)NC1=O	48542		BBB+	InChI=1S/C9H12N2O3/c1-3-5-9(4-2)6(12)10-8(14)11-7(9)13/h3H,1,4-5H2,2H3,(H2,10,11,12,13,14)		DrugBank	E	DrugBank
79	Rotigotine	(6S)-6-[propyl(2-thiophen-2-ylethyl)amino]-5,6,7,8-tetrahydronaphthalen-1-ol	CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1	59227		BBB+	InChI=1S/C19H25NOS/c1-2-11-20(12-10-17-6-4-13-22-17)16-8-9-18-15(14-16)5-3-7-19(18)21/h3-7,13,16,21H,2,8-12,14H2,1H3/t16-/m0/s1		DrugBank	E	DrugBank
80	BEZITRAMIDE	4-[4-(2-oxo-3-propanoylbenzimidazol-1-yl)piperidin-1-yl]-2,2-diphenylbutanenitrile	CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21	61791		BBB+	InChI=1S/C31H32N4O2/c1-2-29(36)35-28-16-10-9-15-27(28)34(30(35)37)26-17-20-33(21-18-26)22-19-31(23-32,24-11-5-3-6-12-24)25-13-7-4-8-14-25/h3-16,26H,2,17-22H2,1H3		DrugBank	E	DrugBank
81		[(3S)-3,6-dihydroxy-1-propan-2-yl-2,3-dihydroindol-5-yl]iminourea	CC(C)N1C[C@@H](O)c2cc(/N=N/C(N)=O)c(O)cc21	135565885		BBB+	InChI=1S/C12H16N4O3/c1-6(2)16-5-11(18)7-3-8(14-15-12(13)19)10(17)4-9(7)16/h3-4,6,11,17-18H,5H2,1-2H3,(H2,13,19)/b15-14+/t11-/m1/s1		DrugBank	E	DrugBank
82		(1S)-2-[bis[(2R)-butan-2-yl]amino]-1-[1-[(2-chlorophenyl)methyl]pyrrol-2-yl]ethanol	CC[C@@H](C)N(C[C@H](O)c1cccn1Cc1ccccc1Cl)[C@H](C)CC	76961195		BBB+	InChI=1S/C21H31ClN2O/c1-5-16(3)24(17(4)6-2)15-21(25)20-12-9-13-23(20)14-18-10-7-8-11-19(18)22/h7-13,16-17,21,25H,5-6,14-15H2,1-4H3/t16-,17-,21+/m1/s1		DrugBank	E	DrugBank
83	Chlorproethazine	3-(2-chlorophenothiazin-10-yl)-N,N-diethylpropan-1-amine	CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21	65750		BBB+	InChI=1S/C19H23ClN2S/c1-3-21(4-2)12-7-13-22-16-8-5-6-9-18(16)23-19-11-10-15(20)14-17(19)22/h5-6,8-11,14H,3-4,7,12-13H2,1-2H3		DrugBank	E	DrugBank
84	Dipyrocetyl	2,3-diacetyloxybenzoic acid	CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O	68093		BBB+	InChI=1S/C11H10O6/c1-6(12)16-9-5-3-4-8(11(14)15)10(9)17-7(2)13/h3-5H,1-2H3,(H,14,15)		DrugBank	E	DrugBank
85	Guacetisal	(2-methoxyphenyl) 2-acetyloxybenzoate	COc1ccccc1OC(=O)c1ccccc1OC(C)=O	68749		BBB+	InChI=1S/C16H14O5/c1-11(17)20-13-8-4-3-7-12(13)16(18)21-15-10-6-5-9-14(15)19-2/h3-10H,1-2H3		DrugBank	E	DrugBank
86	Acamprosate	3-acetamidopropane-1-sulfonic acid	CC(=O)NCCCS(=O)(=O)O	71158		BBB+	InChI=1S/C5H11NO4S/c1-5(7)6-3-2-4-11(8,9)10/h2-4H2,1H3,(H,6,7)(H,8,9,10)		DrugBank	E	DrugBank
87		N-[(2R)-4-[4-(4-fluorophenyl)piperazin-1-yl]butan-2-yl]pyridine-3-carboxamide	C[C@H](CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1	76956128		BBB+	InChI=1S/C20H25FN4O/c1-16(23-20(26)17-3-2-9-22-15-17)8-10-24-11-13-25(14-12-24)19-6-4-18(21)5-7-19/h2-7,9,15-16H,8,10-14H2,1H3,(H,23,26)/t16-/m1/s1		DrugBank	E	DrugBank
88		ethyl (6S)-1,6-dimethyl-4-oxo-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-1-ium-3-carboxylate	CCOC(=O)c1c[n+](C)c2n(c1=O)[C@@H](C)CCC2	15584873		BBB+	InChI=1S/C13H19N2O3/c1-4-18-13(17)10-8-14(3)11-7-5-6-9(2)15(11)12(10)16/h8-9H,4-7H2,1-3H3/q+1/t9-/m0/s1		DrugBank	E	DrugBank
89	Frovatriptan	(6R)-6-(methylamino)-6,7,8,9-tetrahydro-5H-carbazole-3-carboxamide	CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1	77992		BBB+	InChI=1S/C14H17N3O/c1-16-9-3-5-13-11(7-9)10-6-8(14(15)18)2-4-12(10)17-13/h2,4,6,9,16-17H,3,5,7H2,1H3,(H2,15,18)/t9-/m1/s1		DrugBank	E	DrugBank
90	Agomelatine	N-[2-(7-methoxynaphthalen-1-yl)ethyl]acetamide	COc1ccc2cccc(CCNC(C)=O)c2c1	82148		BBB+	InChI=1S/C15H17NO2/c1-11(17)16-9-8-13-5-3-4-12-6-7-14(18-2)10-15(12)13/h3-7,10H,8-9H2,1-2H3,(H,16,17)		DrugBank	E	DrugBank
91	Cevimeline	(2R,5R)-2-methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]	C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1	83898		BBB+	InChI=1S/C10H17NOS/c1-8-12-10(7-13-8)6-11-4-2-9(10)3-5-11/h8-9H,2-7H2,1H3/t8-,10-/m1/s1		DrugBank	E	DrugBank
92		11-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-5,6-dihydrobenzo[b][1]benzazepine	c1ccc2c(c1)CCc1ccccc1N2[C@H]1CN2CCC1CC2	76957954		BBB+	InChI=1S/C21H24N2/c1-3-7-19-16(5-1)9-10-17-6-2-4-8-20(17)23(19)21-15-22-13-11-18(21)12-14-22/h1-8,18,21H,9-15H2/t21-/m0/s1		DrugBank	E	DrugBank
93	Tirilazad	(8S,10S,13S,14S,16R,17S)-17-[2-[4-(2,6-dipyrrolidin-1-ylpyrimidin-4-yl)piperazin-1-yl]acetyl]-10,13,16-trimethyl-6,7,8,12,14,15,16,17-octahydrocyclopenta[a]phenanthren-3-one	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1	104903		BBB+	InChI=1S/C38H52N6O2/c1-26-22-31-29-9-8-27-23-28(45)10-12-37(27,2)30(29)11-13-38(31,3)35(26)32(46)25-41-18-20-43(21-19-41)34-24-33(42-14-4-5-15-42)39-36(40-34)44-16-6-7-17-44/h10-12,23-24,26,29,31,35H,4-9,13-22,25H2,1-3H3/t26-,29-,31+,35-,37+,38+/m1/s1		DrugBank	E	DrugBank
94	Mebicar	1,3,4,6-tetramethyl-3a,6a-dihydroimidazo[4,5-d]imidazole-2,5-dione	CN1C(=O)N(C)[C@H]2[C@@H]1N(C)C(=O)N2C	122282		BBB+	InChI=1S/C8H14N4O2/c1-9-5-6(11(3)7(9)13)12(4)8(14)10(5)2/h5-6H,1-4H3/t5-,6+		DrugBank	E	DrugBank
95	142761-11-3	4-[(1R)-2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol	CN(C)C[C@@H](c1ccc(O)cc1)C1(O)CCCCC1	12018336		BBB+	InChI=1S/C16H25NO2/c1-17(2)12-15(13-6-8-14(18)9-7-13)16(19)10-4-3-5-11-16/h6-9,15,18-19H,3-5,10-12H2,1-2H3/t15-/m0/s1		DrugBank	E	DrugBank
96	Safinamide	(2S)-2-[[4-[(3-fluorophenyl)methoxy]phenyl]methylamino]propanamide	C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O	131682		BBB+	InChI=1S/C17H19FN2O2/c1-12(17(19)21)20-10-13-5-7-16(8-6-13)22-11-14-3-2-4-15(18)9-14/h2-9,12,20H,10-11H2,1H3,(H2,19,21)/t12-/m0/s1		DrugBank	E	DrugBank
97	Scopace	[(1R,2R,4S,5S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate	CN1[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12	3000322		BBB+	InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13+,14-,15+,16-/m1/s1		DrugBank	E	DrugBank
98	Varenicline	(1R,12S)-5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene	c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1	5310966		BBB+	InChI=1S/C13H13N3/c1-2-16-13-5-11-9-3-8(6-14-7-9)10(11)4-12(13)15-1/h1-2,4-5,8-9,14H,3,6-7H2/t8-,9+		DrugBank	E	DrugBank
99	Ropivacaine	(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide	CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C	175805		BBB+	InChI=1S/C17H26N2O/c1-4-11-19-12-6-5-10-15(19)17(20)18-16-13(2)8-7-9-14(16)3/h7-9,15H,4-6,10-12H2,1-3H3,(H,18,20)/t15-/m0/s1		DrugBank	E	DrugBank
100	Tropatepine	(1S,5R)-3-(6H-benzo[c][1]benzothiepin-11-ylidene)-8-methyl-8-azabicyclo[3.2.1]octane	CN1[C@@H]2CC[C@H]1CC(=C1c3ccccc3CSc3ccccc31)C2	3034047		BBB+	InChI=1S/C22H23NS/c1-23-17-10-11-18(23)13-16(12-17)22-19-7-3-2-6-15(19)14-24-21-9-5-4-8-20(21)22/h2-9,17-18H,10-14H2,1H3/t17-,18+		DrugBank	E	DrugBank
101	Lurasidone	(1S,2R,6S,7R)-4-[[(1R,2R)-2-[[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]methyl]cyclohexyl]methyl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1	213046		BBB+	InChI=1S/C28H36N4O2S/c33-27-24-18-9-10-19(15-18)25(24)28(34)32(27)17-21-6-2-1-5-20(21)16-30-11-13-31(14-12-30)26-22-7-3-4-8-23(22)35-29-26/h3-4,7-8,18-21,24-25H,1-2,5-6,9-17H2/t18-,19+,20-,21-,24+,25-/m0/s1		DrugBank	E	DrugBank
102	Lacosamide	(2R)-2-acetamido-N-benzyl-3-methoxypropanamide	COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	219078		BBB+	InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1		DrugBank	E	DrugBank
103	Phenazocine, (-)-	(1R,9R,13R)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol	C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1	443405		BBB+	InChI=1S/C22H27NO/c1-16-21-14-18-8-9-19(24)15-20(18)22(16,2)11-13-23(21)12-10-17-6-4-3-5-7-17/h3-9,15-16,21,24H,10-14H2,1-2H3/t16-,21+,22+/m0/s1		DrugBank	E	DrugBank
104	cocaine	methyl (1R,2R,3S,5S)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate	COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	446220		BBB+	InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13+,14-,15+/m0/s1		DrugBank	E	DrugBank
105	Ipidacrine	2,3,5,6,7,8-hexahydro-1H-cyclopenta[b]quinolin-9-amine	Nc1c2c(nc3c1CCC3)CCCC2	604519		BBB+	InChI=1S/C12H16N2/c13-12-8-4-1-2-6-10(8)14-11-7-3-5-9(11)12/h1-7H2,(H2,13,14)		DrugBank	E	DrugBank
106	scopolamine	[(1S,2R,4S,5R)-9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl] (2R)-3-hydroxy-2-phenylpropanoate	CN1[C@@H]2C[C@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@H]12	638340		BBB+	InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13+,14-,15-,16+/m0/s1		DrugBank	E	DrugBank
107	cannabidiol	2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	644019		BBB+	InChI=1S/C21H30O2/c1-5-6-7-8-16-12-19(22)21(20(23)13-16)18-11-15(4)9-10-17(18)14(2)3/h11-13,17-18,22-23H,2,5-10H2,1,3-4H3/t17-,18+/m0/s1		DrugBank	E	DrugBank
108	Choline Alfoscerate	[(2R)-2,3-dihydroxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	C[N+](C)(C)CCO[P@](=O)([O-])OC[C@H](O)CO	657272		BBB+	InChI=1S/C8H20NO6P/c1-9(2,3)4-5-14-16(12,13)15-7-8(11)6-10/h8,10-11H,4-7H2,1-3H3/t8-/m1/s1		DrugBank	E	DrugBank
109	CYTISINE	(1S,9R)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one	O=c1cccc2n1C[C@H]1CNC[C@@H]2C1	683511		BBB+	InChI=1S/C11H14N2O/c14-11-3-1-2-10-9-4-8(5-12-6-9)7-13(10)11/h1-3,8-9,12H,4-7H2/t8-,9+/m1/s1		DrugBank	E	DrugBank
110	benztropine	(1S,5R)-3-benzhydryloxy-8-methyl-8-azabicyclo[3.2.1]octane	CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2	1201549		BBB+	InChI=1S/C21H25NO/c1-22-18-12-13-19(22)15-20(14-18)23-21(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18-21H,12-15H2,1H3/t18-,19+,20-		DrugBank	E	DrugBank
111	Adrafinil, (R)-	2-[(R)-benzhydrylsulfinyl]-N-hydroxyacetamide	O=C(C[S@@](=O)C(c1ccccc1)c1ccccc1)NO	25271624		BBB+	InChI=1S/C15H15NO3S/c17-14(16-18)11-20(19)15(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,15,18H,11H2,(H,16,17)/t20-/m1/s1		DrugBank	E	DrugBank
112	Asenapine	(2R,6R)-9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene	CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1	3036780		BBB+	InChI=1S/C17H16ClNO/c1-19-9-14-12-4-2-3-5-16(12)20-17-7-6-11(18)8-13(17)15(14)10-19/h2-8,14-15H,9-10H2,1H3/t14-,15-/m0/s1		DrugBank	E	DrugBank
113		(2S)-2-amino-5-(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)pentanoic acid	N[C@@H](CCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)C(=O)O	93482134		BBB+	InChI=1S/C20H21N3O4/c21-16(17(24)25)12-7-13-23-18(26)20(22-19(23)27,14-8-3-1-4-9-14)15-10-5-2-6-11-15/h1-6,8-11,16H,7,12-13,21H2,(H,22,27)(H,24,25)/t16-/m0/s1		DrugBank	E	DrugBank
114	Tolcapone	(3,4-dihydroxy-5-nitrophenyl)-(4-methylphenyl)methanone	Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1	4659569		BBB+	InChI=1S/C14H11NO5/c1-8-2-4-9(5-3-8)13(17)10-6-11(15(19)20)14(18)12(16)7-10/h2-7,16,18H,1H3		DrugBank	E	DrugBank
115	Istradefylline	8-[(E)-2-(3,4-dimethoxyphenyl)ethenyl]-1,3-diethyl-7-methylpurine-2,6-dione	CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O	5311037		BBB+	InChI=1S/C20H24N4O4/c1-6-23-18-17(19(25)24(7-2)20(23)26)22(3)16(21-18)11-9-13-8-10-14(27-4)15(12-13)28-5/h8-12H,6-7H2,1-5H3/b11-9+		DrugBank	E	DrugBank
